0	9.85415E-34	0.000335463	1.12535E-07	0.049787068	1.48151E-36	1.62468E-33	1.7048E-129	8.42346E-12	6.8256E-08	0.000911882	9.3082E-128	3.05902E-07	0.018315639	0.001503439	6.9144E-13	2.26033E-06	7.48518E-05	0.22313016	2.28973E-11	1.37096E-06	1.12535E-07	1.38634E-49	1.25015E-09	9.98235E-39	4.41633E-33	2.4426E-36	8.31529E-07	5.82432E-24	1.44116E-64	0.367879441	8.53305E-17	1.01301E-05	7.58256E-10	0.030197383	1.24795E-47	0.004086771	3.77513E-11	7.58256E-10	7.26844E-71	3.13913E-17	1.90398E-17	0.049787068
9.85415E-34	0	7.28129E-33	1.80485E-35	3.62514E-34	3.05362E-45	7.56918E-48	3.6594E-115	8.08878E-35	5.45018E-37	1.33361E-34	9.9471E-115	4.47378E-38	2.67864E-33	2.9757E-35	7.28129E-33	1.64581E-38	1.62468E-33	2.19876E-34	6.72606E-41	4.02717E-36	7.28129E-33	2.31543E-54	2.71348E-38	8.30061E-45	4.13263E-46	2.82077E-53	2.4426E-36	4.96992E-40	4.29603E-61	3.62514E-34	4.47378E-38	4.02717E-36	3.62514E-34	2.9757E-35	3.72008E-44	5.97685E-34	7.9849E-30	4.07956E-41	4.35192E-66	4.47378E-38	1.0947E-35	4.90609E-35
0.000335463	7.28129E-33	0	5.6028E-09	4.53999E-05	1.0947E-35	3.26325E-32	6.8779E-127	8.42346E-12	1.25015E-09	4.53999E-05	1.0208E-124	7.58256E-10	0.00012341	3.72665E-06	6.9144E-13	2.06115E-09	1.85539E-07	0.000203468	5.67569E-14	2.511E-08	4.13994E-08	1.52031E-46	8.42346E-12	4.02717E-36	1.62468E-33	2.4426E-36	2.06115E-09	4.30362E-23	7.86845E-63	0.000335463	5.74952E-19	2.511E-08	3.77513E-11	2.75364E-05	6.81356E-46	2.75364E-05	1.87953E-12	1.87953E-12	2.9323E-68	2.86252E-20	7.00435E-18	4.53999E-05
1.12535E-07	1.80485E-35	5.6028E-09	0	1.523E-08	3.6723E-39	1.48151E-36	1.3815E-125	1.03954E-15	8.42346E-12	2.06115E-09	1.0208E-124	1.87953E-12	1.523E-08	3.39827E-09	8.53305E-17	1.38879E-11	1.6919E-10	6.8256E-08	1.40686E-16	8.42346E-12	5.10909E-12	2.05752E-47	2.82576E-15	9.98235E-39	1.0947E-35	2.22736E-39	2.54367E-13	5.31109E-27	1.06488E-63	1.12535E-07	5.24289E-22	2.28973E-11	9.35762E-14	9.23745E-09	9.22115E-47	1.25015E-09	1.26642E-14	1.26642E-14	1.45991E-69	7.09547E-23	4.7195E-20	1.523E-08
0.049787068	3.62514E-34	4.53999E-05	1.523E-08	0	1.48151E-36	2.19876E-34	4.6343E-129	3.09882E-12	9.23745E-09	0.00012341	2.5302E-127	4.13994E-08	0.006737947	0.000203468	2.54367E-13	3.05902E-07	1.01301E-05	0.030197383	8.42346E-12	1.85539E-07	1.523E-08	1.38634E-49	1.6919E-10	2.71348E-38	1.20048E-32	2.4426E-36	3.05902E-07	5.82432E-24	1.44116E-64	0.049787068	8.53305E-17	1.37096E-06	2.78947E-10	0.004086771	9.22115E-47	0.000203468	1.87953E-12	2.78947E-10	2.67391E-71	4.24835E-18	7.00435E-18	0.006737947
1.48151E-36	3.05362E-45	1.0947E-35	3.6723E-39	1.48151E-36	0	1.13798E-50	1.3637E-120	3.3057E-37	8.19401E-40	7.37602E-38	4.5747E-124	2.47438E-41	1.48151E-36	4.47378E-38	2.71348E-38	4.96992E-40	3.62514E-34	3.3057E-37	2.22736E-39	1.64581E-38	2.19876E-34	1.16778E-60	3.01441E-40	1.13798E-50	3.09335E-50	2.85747E-58	3.6723E-39	1.36854E-44	2.16669E-67	5.45018E-37	9.10273E-42	2.22736E-39	1.35096E-39	1.2161E-37	1.71088E-53	1.2161E-37	8.08878E-35	2.47438E-41	9.96473E-77	6.13337E-44	1.50079E-41	7.37602E-38
1.62468E-33	7.56918E-48	3.26325E-32	1.48151E-36	2.19876E-34	1.13798E-50	0	2.7391E-119	1.80485E-35	2.4426E-36	8.08878E-35	2.4977E-122	4.02717E-36	5.97685E-34	2.67864E-33	5.97685E-34	2.00501E-37	1.97926E-32	3.62514E-34	6.63968E-36	2.4426E-36	5.97685E-34	1.90062E-55	2.4426E-36	9.22115E-47	2.50657E-46	9.34111E-52	2.00501E-37	2.03109E-42	1.80167E-73	5.97685E-34	9.98235E-39	6.63968E-36	5.45018E-37	1.33361E-34	6.29399E-54	3.62514E-34	8.87043E-32	1.0947E-35	2.97045E-73	3.05362E-45	3.01441E-40	8.08878E-35
1.7048E-129	3.6594E-115	6.8779E-127	1.3815E-125	4.6343E-129	1.3637E-120	2.7391E-119	0	3.3803E-123	1.5347E-127	1.2597E-128	1.1637E-136	1.7048E-129	4.6343E-129	2.0769E-128	3.0429E-121	2.3073E-130	3.0824E-126	1.034E-129	4.5747E-124	3.0824E-126	1.0208E-124	8.1651E-116	6.1912E-125	3.6124E-110	3.0038E-116	8.2713E-121	1.2597E-128	1.0077E-119	6.7023E-117	6.2718E-130	9.0706E-118	7.6406E-129	1.3815E-125	3.804E-130	4.4008E-109	1.5347E-127	6.1117E-120	6.8779E-127	5.5016E-118	5.0821E-126	1.2435E-123	2.3073E-130
8.42346E-12	8.08878E-35	8.42346E-12	1.03954E-15	3.09882E-12	3.3057E-37	1.80485E-35	3.3803E-123	0	2.31952E-16	1.13999E-12	6.7895E-122	1.40686E-16	2.28973E-11	6.9144E-13	1.90398E-17	1.03954E-15	6.9144E-13	5.10909E-12	7.78113E-20	1.26642E-14	1.54281E-13	1.68891E-48	4.24835E-18	8.98583E-37	2.4426E-36	6.72606E-41	1.40686E-16	1.75879E-25	5.23363E-60	8.42346E-12	1.06676E-25	6.30512E-16	1.90398E-17	6.9144E-13	2.78454E-48	1.87953E-12	7.6812E-15	3.48726E-19	4.83454E-68	7.88236E-25	2.61028E-23	1.13999E-12
6.8256E-08	5.45018E-37	1.25015E-09	8.42346E-12	9.23745E-09	8.19401E-40	2.4426E-36	1.5347E-127	2.31952E-16	0	9.23745E-09	1.683E-124	4.1938E-13	3.39827E-09	2.78947E-10	1.40686E-16	1.13999E-12	1.38879E-11	4.13994E-08	2.31952E-16	1.38879E-11	3.09882E-12	4.59094E-48	4.65889E-15	3.01441E-40	2.4426E-36	4.96992E-40	8.42346E-12	6.47023E-26	8.74106E-65	1.85539E-07	8.64406E-22	2.78947E-10	1.54281E-13	5.6028E-09	2.05752E-47	7.58256E-10	7.6812E-15	2.82576E-15	8.85477E-70	4.30362E-23	1.05306E-20	9.23745E-09
