-9.996603727340698242e-01,-7.322497367858886719e-01,-9.907707571983337402e-01,9.978391528129577637e-01,9.977796077728271484e-01,8.345747590065002441e-01,3.599020242691040039e-01,-9.989717602729797363e-01,-9.999985694885253906e-01,9.346190094947814941e-01,-9.995356798171997070e-01,9.977075457572937012e-01,9.676028490066528320e-01,-9.932815432548522949e-01,7.564626336097717285e-01,9.856951832771301270e-01,9.956586360931396484e-01,-7.332792282104492188e-01,-9.223417639732360840e-01,9.752441048622131348e-01,9.880422353744506836e-01,-7.830106019973754883e-01,7.859819531440734863e-01,-9.934768080711364746e-01,-9.998254776000976562e-01,-9.995575547218322754e-01,8.915502429008483887e-01,9.974505305290222168e-01,2.040994763374328613e-01,-9.999395608901977539e-01,9.995654225349426270e-01,9.470568895339965820e-01
-9.996594786643981934e-01,-7.321348190307617188e-01,-9.907562732696533203e-01,9.978349208831787109e-01,9.977750778198242188e-01,8.344789743423461914e-01,3.597975671291351318e-01,-9.989693760871887207e-01,-9.999985694885253906e-01,9.345587491989135742e-01,-9.995345473289489746e-01,9.977028965950012207e-01,9.675637483596801758e-01,-9.932700991630554199e-01,7.563459277153015137e-01,9.856742024421691895e-01,9.956508874893188477e-01,-7.331544756889343262e-01,-9.222735166549682617e-01,9.752122163772583008e-01,9.880250692367553711e-01,-7.828812003135681152e-01,7.858588695526123047e-01,-9.934656620025634766e-01,-9.998250007629394531e-01,-9.995564222335815430e-01,8.914688229560852051e-01,9.974454641342163086e-01,2.040484100580215454e-01,-9.999393820762634277e-01,9.995642900466918945e-01,9.470016956329345703e-01
-9.996692538261413574e-01,-7.335829734802246094e-01,-9.909205436706542969e-01,9.978834986686706543e-01,9.978255033493041992e-01,8.356928825378417969e-01,3.609564900398254395e-01,-9.989951252937316895e-01,-9.999986290931701660e-01,9.352654218673706055e-01,-9.995473623275756836e-01,9.977543354034423828e-01,9.680054187774658203e-01,-9.933954477310180664e-01,7.577277421951293945e-01,9.859067201614379883e-01,9.957399964332580566e-01,-7.345920801162719727e-01,-9.230846166610717773e-01,9.755691289901733398e-01,9.882269501686096191e-01,-7.842113375663757324e-01,7.872388958930969238e-01,-9.935891032218933105e-01,-9.998303651809692383e-01,-9.995687007904052734e-01,8.924394249916076660e-01,9.975020885467529297e-01,2.047468125820159912e-01,-9.999414682388305664e-01,9.995763897895812988e-01,9.476217627525329590e-01
-9.997146725654602051e-01,-7.408290505409240723e-01,-9.917088150978088379e-01,9.981153011322021484e-01,9.980630874633789062e-01,8.417153954505920410e-01,3.665219545364379883e-01,-9.991164803504943848e-01,-9.999989271163940430e-01,9.387722611427307129e-01,-9.996074438095092773e-01,9.979978799819946289e-01,9.701241850852966309e-01,-9.940049052238464355e-01,7.647961974143981934e-01,9.870316982269287109e-01,9.961599111557006836e-01,-7.418377399444580078e-01,-9.270184040069580078e-01,9.773016571998596191e-01,9.892011880874633789e-01,-7.910789847373962402e-01,7.939944863319396973e-01,-9.941822886466979980e-01,-9.998553395271301270e-01,-9.996261000633239746e-01,8.972696661949157715e-01,9.977695345878601074e-01,2.081917971372604370e-01,-9.999509453773498535e-01,9.996330142021179199e-01,9.506480693817138672e-01
-9.997323155403137207e-01,-7.439118623733520508e-01,-9.920313954353332520e-01,9.982081055641174316e-01,9.981573820114135742e-01,8.443250656127929688e-01,3.688872754573822021e-01,-9.991645812988281250e-01,-9.999990463256835938e-01,9.402484297752380371e-01,-9.996309280395507812e-01,9.980958104133605957e-01,9.710054993629455566e-01,-9.942501783370971680e-01,7.678275704383850098e-01,9.874949455261230469e-01,9.963296651840209961e-01,-7.449212074279785156e-01,-9.286571741104125977e-01,9.780164361000061035e-01,9.895998835563659668e-01,-7.939370274543762207e-01,7.968674898147583008e-01,-9.944222569465637207e-01,-9.998649358749389648e-01,-9.996487498283386230e-01,8.993207216262817383e-01,9.978762269020080566e-01,2.095466703176498413e-01,-9.999545812606811523e-01,9.996551871299743652e-01,9.519228339195251465e-01
-9.997127652168273926e-01,-7.405037879943847656e-01,-9.916770458221435547e-01,9.981060028076171875e-01,9.980526566505432129e-01,8.415082097053527832e-01,3.662071228027343750e-01,-9.991115927696228027e-01,-9.999989271163940430e-01,9.386324286460876465e-01,-9.996050000190734863e-01,9.979883432388305664e-01,9.700376987457275391e-01,-9.939790368080139160e-01,7.645236253738403320e-01,9.869872927665710449e-01,9.961428046226501465e-01,-7.415285110473632812e-01,-9.268406629562377930e-01,9.772304296493530273e-01,9.891613125801086426e-01,-7.907435297966003418e-01,7.937026023864746094e-01,-9.941574931144714355e-01,-9.998543262481689453e-01,-9.996239542961120605e-01,8.970816135406494141e-01,9.977582097053527832e-01,2.079339921474456787e-01,-9.999505877494812012e-01,9.996307492256164551e-01,9.505326151847839355e-01
-9.996188879013061523e-01,-7.264605760574340820e-01,-9.900907874107360840e-01,9.976337552070617676e-01,9.975703358650207520e-01,8.296604752540588379e-01,3.555944263935089111e-01,-9.988628029823303223e-01,-9.999982714653015137e-01,9.317021369934082031e-01,-9.994811415672302246e-01,9.974918365478515625e-01,9.658229947090148926e-01,-9.927543997764587402e-01,7.507709264755249023e-01,9.847319722175598145e-01,9.952922463417053223e-01,-7.274830341339111328e-01,-9.191160798072814941e-01,9.737814664840698242e-01,9.872073531150817871e-01,-7.775016427040100098e-01,7.805688381195068359e-01,-9.929630756378173828e-01,-9.998024106025695801e-01,-9.995051026344299316e-01,8.875812888145446777e-01,9.972153902053833008e-01,2.015480101108551025e-01,-9.999306201934814453e-01,9.995138049125671387e-01,9.445300698280334473e-01
-9.997181892395019531e-01,-7.414264678955078125e-01,-9.917719960212707520e-01,9.981334209442138672e-01,9.980818629264831543e-01,8.422164916992187500e-01,3.670076429843902588e-01,-9.991259574890136719e-01,-9.999989271163940430e-01,9.390554428100585938e-01,-9.996120929718017578e-01,9.980171918869018555e-01,9.702991843223571777e-01,-9.940526485443115234e-01,7.653664350509643555e-01,9.871221184730529785e-01,9.961936473846435547e-01,-7.424371242523193359e-01,-9.273434281349182129e-01,9.774419069290161133e-01,9.892790317535400391e-01,-7.916210889816284180e-01,7.945640087127685547e-01,-9.942293167114257812e-01,-9.998572468757629395e-01,-9.996305704116821289e-01,8.976634144783020020e-01,9.977907538414001465e-01,2.084772884845733643e-01,-9.999516606330871582e-01,9.996373653411865234e-01,9.508969187736511230e-01
-9.996374249458312988e-01,-7.289938330650329590e-01,-9.903903007507324219e-01,9.977249503135681152e-01,9.976632595062255859e-01,8.317997455596923828e-01,3.574543297290802002e-01,-9.989112019538879395e-01,-9.999984502792358398e-01,9.329795837402343750e-01,-9.995054602622985840e-01,9.975872039794921875e-01,9.666020274162292480e-01,-9.929876327514648438e-01,7.532511949539184570e-01,9.851550459861755371e-01,9.954542517662048340e-01,-7.300103902816772461e-01,-9.205303192138671875e-01,9.744237065315246582e-01,9.875758290290832520e-01,-7.799075841903686523e-01,7.829174995422363281e-01,-9.931898713111877441e-01,-9.998127222061157227e-01,-9.995284676551818848e-01,8.893158435821533203e-01,9.973196387290954590e-01,2.026898115873336792e-01,-9.999346733093261719e-01,9.995368123054504395e-01,9.456328749656677246e-01
-9.996872544288635254e-01,-7.363479137420654297e-01,-9.912284612655639648e-01,9.979746341705322266e-01,9.979186058044433594e-01,8.380022644996643066e-01,3.630845546722412109e-01,-9.990429282188415527e-01,-9.999987483024597168e-01,9.366214275360107422e-01,-9.995710849761962891e-01,9.978499412536621094e-01,9.688231348991394043e-01,-9.936327338218688965e-01,7.604297399520874023e-01,9.863443374633789062e-01,9.959039092063903809e-01,-7.373365759849548340e-01,-9.245946407318115234e-01,9.762386679649353027e-01,9.886061549186706543e-01,-7.868359088897705078e-01,7.898127436637878418e-01,-9.938206076622009277e-01,-9.998403191566467285e-01,-9.995914101600646973e-01,8.942958116531372070e-01,9.976067543029785156e-01,2.060123234987258911e-01,-9.999452829360961914e-01,9.995988011360168457e-01,9.487879872322082520e-01
